Unnamed: 0,@type,url,name,description,image,contentRating,genre,duration,Language,Budget,First Day Collection Worldwide,Worldwide Collection,Overseas Collection,India Gross Collection,Verdict,aggregateRating.@type,aggregateRating.bestRating,aggregateRating.worstRating,aggregateRating.ratingValue,aggregateRating.ratingCount,alternateName,First Day Collection India,India Net Collection,India Gross collection,India Net collection,Note,OLanguage
13,Movie,https://www.imdb.com/title/tt8066940/,Indian 2,"Senapathy, an ex-freedom fighter turned vigilante who fights against corruption. Senapathy returns to the country to aid a young man who has been exposing corrupt politicians in the country through videos on the internet.",https://m.media-amazon.com/images/M/MV5BMWQ1MDQ5YzItNTFjNC00YzdiLWFjODktMWNhNmUwMmI0MmU1XkEyXkFqcGdeQXVyMTc5ODIzOTk5._V1_.jpg,,"Action, Drama, Thriller",PT3H,Tamil,230cr,57.2cr,148.8cr,53.2cr,95.6cr,Disaster,AggregateRating,10,1,4.0,15121,,,,,,,
14,Movie,https://www.imdb.com/title/tt28288786/,Premalu,"Sachin&apos;s quest for love takes unexpected turns, creating a laughter-filled love triangle.",https://m.media-amazon.com/images/M/MV5BY2Q2YzEzNGUtZWYxYS00YTlhLTgyOTctYTgwNWIxZGE0MDJjXkEyXkFqcGc@._V1_.jpg,,"Comedy, Romance",PT2H36M,Malayalam,10cr,1.4cr,136.2cr,42.4cr,93.8cr,Blockbuster,AggregateRating,10,1,7.8,15013,,,,,,,
15,Movie,https://www.imdb.com/title/tt27459160/,Teri Baaton Mein Aisa Uljha Jiya,"Aryan is not able to find a perfect life partner. He meets a perfect girl, Sifra, during an official assignment in the US and falls in love with her only to discover later that it&apos;s an impossible love story.",https://m.media-amazon.com/images/M/MV5BYWExMzM3MjgtNDA4NC00MmNiLWI1MDQtMGI0MmZiYzc1ZWE1XkEyXkFqcGdeQXVyOTI3MzI4MzA@._V1_.jpg,,"Comedy, Drama, Romance",PT2H21M,Hindi,85cr,13.6cr,135.2cr,37.4cr,97.8cr,Average,AggregateRating,10,1,6.3,52148,,,,,,,
16,Movie,https://www.imdb.com/title/tt14539740/,Godzilla x Kong: The New Empire,"Two ancient titans, Godzilla and Kong, clash in an epic battle as humans unravel their intertwined origins and connection to Skull Island&apos;s mysteries.",https://m.media-amazon.com/images/M/MV5BY2QwOGE2NGQtMWQwNi00M2IzLThlNWItYWMzNGQ5YWNiZDA4XkEyXkFqcGdeQXVyNTE1NjY5Mg@@._V1_.jpg,PG-13,"Action, Adventure, Fantasy",PT1H55M,English,,,,,134.2cr,Blockbuster,AggregateRating,10,1,6.1,102605,,15.8cr,112.4cr,,,,
17,Movie,https://www.imdb.com/title/tt22987820/,Tillu Square,"One year after a love affair entangled him in a murder case, a hapless DJ has a one-night stand that leads to even messier kerfuffles tied to his past.",https://m.media-amazon.com/images/M/MV5BNzkzYWVkOTYtODc5OS00ZjhlLThhY2UtZjY4ZGIyZWFhZWE4XkEyXkFqcGdeQXVyMTY3ODkyNDkz._V1_.jpg,,"Action, Comedy, Crime",PT2H17M,Telugu,40cr,23.6cr,126.4cr,30.2cr,96.2cr,Blockbuster,AggregateRating,10,1,6.7,2894,,,,,,,
18,Movie,https://www.imdb.com/title/tt27995594/,Munjya,"A young man&apos;s visit to his native village unveils a family secret and a vengeful spirit, the Munjya, who wants to get married. Now the young man must fight to protect himself and his love from Munjya&apos;s clutches.",https://m.media-amazon.com/images/M/MV5BYTNjZDY2ODEtZTk2Yy00MjAyLWJlNWQtODM2NzdmYmE0ODJjXkEyXkFqcGc@._V1_.jpg,,"Comedy, Horror",PT2H3M,Hindi,30cr,4.8cr,126.2cr,4.8cr,121.4cr,Blockbuster,AggregateRating,10,1,6.5,20438,,,,,,,
19,Movie,https://www.imdb.com/title/tt24517830/,Bad Newz,"A crazy laugh riot which will show the outcomes of two sophisticated Punjabi men and a Punjabi girl. One of the men has a one night stand with the girl and somehow, craziness happens when she is pregnant unexpectedly.",https://m.media-amazon.com/images/M/MV5BZjIzYjY3ZTQtNjA3Yi00MTFiLWExM2ItNjYxZmI1ZjcyMTYxXkEyXkFqcGdeQXVyMTUzNTgzNzM0._V1_.jpg,,"Comedy, Romance",PT2H22M,Hindi,80cr,13.8cr,113.6cr,36.8cr,76.8cr,Average,AggregateRating,10,1,5.2,23763,,,,,,,
20,Movie,https://www.imdb.com/title/tt18072316/,Bade Miyan Chote Miyan,Two elite soldiers with troubled pasts are enlisted for a daring mission when a deadly masked villain threatens India&apos;s defenses.,https://m.media-amazon.com/images/M/MV5BN2VjYzIxN2ItN2E0MS00ODE4LThjMTgtMzE2OTM0ZmM4YjBmXkEyXkFqcGdeQXVyMTc0OTI3NjUy._V1_.jpg,Not Rated,"Action, Adventure, Sci-Fi",PT2H43M,Hindi,250cr,30.8cr,108.2cr,32.8cr,75.4cr,Disaster,AggregateRating,10,1,4.1,38190,,,,,,,
21,Movie,https://www.imdb.com/title/tt26548265/,Maharaja,"A barber seeks vengeance after his home is burglarized, cryptically telling police his &quot;lakshmi&quot; has been taken, leaving them uncertain if it&apos;s a person or object. His quest to recover the elusive &quot;lakshmi&quot; unfolds.",https://m.media-amazon.com/images/M/MV5BOTFlMTIxOGItZTk0Zi00MTk2LWJiM2UtMzlhZWYzNjQ4N2Y3XkEyXkFqcGc@._V1_.jpg,,"Action, Crime, Drama",PT2H21M,Tamil,30cr,7.6cr,106.8cr,24.2cr,82.6cr,Blockbuster,AggregateRating,10,1,8.5,45669,,,,,,,
22,Movie,https://www.imdb.com/title/tt30970235/,Article 370,"Ahead of a major constitutional decision, special agent Zooni Haksar is tasked with a secret mission to quell violence in a conflict-ridden region.",https://m.media-amazon.com/images/M/MV5BMGYzM2QxNWEtY2EwZC00OTE2LWExZDEtNjQ0NDAyMjYzNGJlXkEyXkFqcGdeQXVyMTY1MjAwNDU0._V1_.jpg,,"Action, Drama, Thriller",PT2H38M,Hindi,40cr,8.2cr,105.2cr,12.6cr,92.6cr,Super Hit,AggregateRating,10,1,7.9,22607,,,,,,,
23,Movie,https://www.imdb.com/title/tt29063558/,Jatt &amp; Juliet 3,Two police officers from Punjab travel to London on a mission that proves more complicated than expected.,https://m.media-amazon.com/images/M/MV5BYzA5YWZkYjAtMmI2Ni00YzhiLTkyNmItNjlmZWIzMGFiYzNmXkEyXkFqcGc@._V1_.jpg,,"Comedy, Romance",PT2H15M,Punjabi,15cr,10.8cr,102.6cr,57.4cr,45.2cr,Blockbuster,AggregateRating,10,1,6.0,1415,,,,,,,
24,Movie,https://www.imdb.com/title/tt26493971/,Aranmanai 4,"After his sister&apos;s suspicious death, a man decides to discover the hidden truth, setting off a chasm for chaos and terror.",https://m.media-amazon.com/images/M/MV5BMmNjMGEyMWEtZTUyZi00MWJkLWJlNTMtNDQ3YjRlNDhlNWMyXkEyXkFqcGc@._V1_.jpg,,Horror,PT2H28M,Tamil,35cr,5.6cr,98.6cr,20.2cr,78.4cr,Blockbuster,AggregateRating,10,1,5.2,1914,,,,,,,
25,Movie,https://www.imdb.com/title/tt26903104/,Saripodhaa Sanivaaram,"In order to defend the innocent from a corrupt and brutal cop, a vigilante hero must work around his own self-imposed code of honor.",https://m.media-amazon.com/images/M/MV5BYWI3NjZmZmUtNTYzNi00NWFhLWI4NzktYjcxY2MwMTNlMmEyXkEyXkFqcGdeQXVyMTQ4MTg3Njcx._V1_.jpg,,"Action, Thriller",PT2H46M,Telugu,55cr,21.8cr,96.4cr,25.2cr,71.2cr,Super Hit as of now,AggregateRating,10,1,7.6,2710,,,,,,,
26,Movie,https://www.imdb.com/title/tt25400540/,Guruvayoor Ambalanadayil,"A young man never wanted to marry because his girlfriend married someone else. Five years later, he was all set to get married. But a discovery about his bride&apos;s extended family forces him to reconsider? Will he marry her?",https://m.media-amazon.com/images/M/MV5BMDU4MWE3MGUtMWZhNy00ZWY1LWJjZDUtNzE0ZjdkMzQ5YjNlXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_.jpg,,Comedy,PT2H12M,Malayalam,20cr,8.2cr,90.2cr,34.8cr,55.4cr,Blockbuster,AggregateRating,10,1,6.6,3324,,,,,,,
27,Movie,https://www.imdb.com/title/tt27470893/,Chandu Champion,A man who faced one adversary after another with an undying spirit. His unwavering zeal and never give up attitude led to India&apos;s first individual gold medal in any form of the Olympics.,https://m.media-amazon.com/images/M/MV5BZDAxMmU3NGUtMGEyZC00ZGQ5LTk1ZjEtZGU2YmI0MjUzNWVmXkEyXkFqcGc@._V1_.jpg,,"Action, Biography, Drama",PT2H22M,Hindi,95cr,7.6cr,89.2cr,13.8cr,75.4cr,Flop,AggregateRating,10,1,7.9,30727,,,,,,,
28,Movie,https://www.imdb.com/title/tt28364355/,Varshangalkku Shesham,"The story of two friends set in two different time periods. Two boys, Murali and Venu, hailing from northern Kerala meet coincidentally and become friends.",https://m.media-amazon.com/images/M/MV5BNjA0NDlmZDctNDg3NS00OWU5LWEyNTQtZGQ1MGMyZjM1NDAyXkEyXkFqcGc@._V1_.jpg,,"Comedy, Drama",PT2H46M,Malayalam,15cr,10.2cr,82.8cr,36.4cr,46.4cr,Blockbuster,AggregateRating,10,1,6.6,3649,,,,,,,
29,Movie,https://www.imdb.com/title/tt7892066/,Ayalaan,"A lost alien seeks help to go back to his home, but everything gets harder after the alien returns to its home.",https://m.media-amazon.com/images/M/MV5BMzYxZWEyOGMtZGY0Ny00ZjFmLWIxNGMtNDY5NGQyMzdkMzM5XkEyXkFqcGdeQXVyMTUyNjIwMDEw._V1_.jpg,Not Rated,"Action, Adventure, Sci-Fi",PT2H35M,Tamil,70cr,6.8cr,80.2cr,17.9cr,62.3cr,Average,AggregateRating,10,1,6.0,3589,,,,,,,
30,Movie,https://www.imdb.com/title/tt22170036/,Captain Miller,A man leaves and turns against the British-led Indian military after witnessing atrocity.,https://m.media-amazon.com/images/M/MV5BMzZmYjE5ODctMzRhMy00ZWU4LWI5ZTItMjI2ZTlkOWViOTU3XkEyXkFqcGdeQXVyMTY1MzAyNjU4._V1_.jpg,Not Rated,"Action, Adventure, Drama",PT2H37M,Tamil,55cr,14.8cr,75.6cr,16.8cr,58.8cr,Average,AggregateRating,10,1,6.5,7737,,,,,,,
31,Movie,https://www.imdb.com/title/tt29608104/,Turbo,"Jose, a jeep driver from Idukki gets in trouble and is forced to relocate to Chennai where he gets entangled with Indhu and his best friend, Jerry. A bunch of surprises in the form of Vetrivel and others await Jose in Chennai.",https://m.media-amazon.com/images/M/MV5BNDA1YThjZGUtYjZkNi00YzU4LWFhZjAtNDc4MDdkOWUyOTVjXkEyXkFqcGc@._V1_.jpg,,"Action, Comedy",PT2H35M,Malayalam,40cr,15.8cr,72.4cr,31.6cr,40.8cr,Hit,AggregateRating,10,1,6.0,3001,,,,,,,
32,Movie,https://www.imdb.com/title/tt23018924/,Thangalaan,"Based on the true events that revolve around the lives of mine workers in the Kolar Gold Fields, Karnataka.",https://m.media-amazon.com/images/M/MV5BYjE3YTY2N2YtMDhlYS00NWIwLWE2YWItODExN2ZlNzk0ZDRmXkEyXkFqcGc@._V1_.jpg,,"Action, Adventure, Drama",PT2H36M,Tamil,80cr,24.2cr,69.8cr,16.6cr,53.2cr,Flop,AggregateRating,10,1,7.3,3877,,,,,,,
33,Movie,https://www.imdb.com/title/tt10869778/,Maidaan,"Inspired by the Indian national football team coach and manager Syed Abdul Rahim, who is regarded as the architect of Indian football.",https://m.media-amazon.com/images/M/MV5BNmJhYjcxZDUtZTIyNS00MGUxLTllNzQtYWQyZTJjMzg2NzY2XkEyXkFqcGc@._V1_.jpg,,"Biography, Drama, History",PT3H1M,Hindi,150cr,10.4cr,68.6cr,5.8cr,62.8cr,Disaster,AggregateRating,10,1,8.0,20752,,,,,,,
34,Movie,https://www.imdb.com/title/tt23790740/,Srikanth,"Blind Srikanth gets into MIT, founds Bollant Industries. Pursues goals for visually impaired while facing entrepreneurial challenges, navigating personal sacrifices. Highlights obstacles overcome by the blind in academics and busi...",https://m.media-amazon.com/images/M/MV5BNjQwZDZhYTktMTU3ZS00MGY1LWJjYjUtY2MzMDJhYWQxZTAyXkEyXkFqcGdeQXVyMTE0MTY2Mzk2._V1_.jpg,,"Biography, Drama",PT2H14M,Hindi,45cr,2.8cr,61.4cr,3.6cr,57.8cr,Above Average,AggregateRating,10,1,7.4,12114,,,,,,,
35,Movie,https://www.imdb.com/title/tt27561663/,Garudan,"Sokkan, the trusted confidant of childhood friends Aadhi and Karuna.But when his loyalty and self respect is put into test, which would he choose?",https://m.media-amazon.com/images/M/MV5BMzYyZDQ3NzMtMjkyNS00NmJkLWE2ZjgtZGMzMzZiNWI5NzVmXkEyXkFqcGc@._V1_.jpg,,Action,PT2H13M,Tamil,20cr,6.2cr,60.4cr,10.2cr,50.2cr,Blockbuster,AggregateRating,10,1,7.1,2728,,,,,,,
36,Movie,https://www.imdb.com/title/tt27431598/,Bramayugam,"Thevan, a folk singer of the Paanan caste, has a fateful encounter when escaping slavery, leading to him discovering an ancient traditional mansion altering his destiny.",https://m.media-amazon.com/images/M/MV5BOGEyZTk2YjQtNjk5MS00NjExLWJmNDItMTRiYWQ2NWRkNDJmXkEyXkFqcGc@._V1_.jpg,,"Drama, Horror, Thriller",PT2H19M,Malayalam,25cr,7.6cr,58.6cr,26.2cr,32.4cr,Hit,AggregateRating,10,1,7.8,11171,,,,,,,
37,Movie,https://www.imdb.com/title/tt27056012/,Khel Khel Mein,Revolves around a group of friends who gather for a dinner and end up revealing secrets about each other.,https://m.media-amazon.com/images/M/MV5BNjIxYzA3ZjItYWM5YS00NjI5LWEzNTQtZWQ3M2Y0NDFkMzc5XkEyXkFqcGc@._V1_.jpg,,Comedy,PT2H15M,,95cr,7.6cr,54.6cr,10.4cr,44.2cr,Pending as of now,AggregateRating,10,1,7.0,18776,,,,,,,Hindi
38,Movie,https://www.imdb.com/title/tt16139258/,Yodha,"After terrorists hijack a passenger plane, an off-duty soldier aboard devises a strategy to defeat the hijackers and ensure the passengers&apos; survival when the engine fails.",https://m.media-amazon.com/images/M/MV5BZjAyYjZmMjQtNGZlNi00ZGQ0LTkxNTUtNWQ2YzA3MWJjYjc2XkEyXkFqcGc@._V1_.jpg,Not Rated,"Action, Drama, Thriller",PT2H10M,Hindi,65cr,6.8cr,53.6cr,11.4cr,42.2cr,Flop,AggregateRating,10,1,5.7,8337,,,,,,,
39,Movie,https://www.imdb.com/title/tt16227342/,Mr. &amp; Mrs. Mahi,A married couple who share a love for cricket begin training in the game due to her natural talent.,https://m.media-amazon.com/images/M/MV5BOGFkYTA4Y2EtN2QxMS00MDZiLTlkNmQtODI5MTRhNWYwNWRhXkEyXkFqcGdeQXVyMTYzMTU3Njgx._V1_.jpg,,"Drama, Sport",PT2H19M,Hindi,40cr,7.6cr,51.8cr,9.5cr,42.3cr,Below Average,AggregateRating,10,1,6.0,15189,,,,,,,
40,Movie,https://www.imdb.com/title/tt21692408/,Kung Fu Panda 4,"After Po is tapped to become the Spiritual Leader of the Valley of Peace, he needs to find and train a new Dragon Warrior, while a wicked sorceress plans to re-summon all the master villains whom Po has vanquished to the spirit re...",https://m.media-amazon.com/images/M/MV5BZDY0YzI0OTctYjVhYy00MTVhLWE0NTgtYTRmYTBmOTE3YTViXkEyXkFqcGdeQXVyMTUzMTg2ODkz._V1_.jpg,PG,"Animation, Action, Adventure",PT1H34M,English,,,,,50.4cr,Hit,AggregateRating,10,1,6.3,54142,,2.7cr,43.2cr,,,,
41,Movie,https://www.imdb.com/title/tt25151410/,Demonte Colony 2,"A group of friends who return to a cursed location, driven by curiosity and the quest to uncover the truth behind the malevolent spirits that reside there.",https://m.media-amazon.com/images/M/MV5BNzRkZDEzYjgtMTkwZC00MDk5LWJjNDUtZDg1Yjc1MWRjMzhmXkEyXkFqcGc@._V1_.jpg,,Thriller,PT2H24M,Tamil,20cr,5.2cr,48.8cr,7.6cr,41.2cr,Blockbuster,AggregateRating,10,1,7.7,2856,,,,,,,
42,Movie,https://www.imdb.com/title/tt26745657/,Madgaon Express,The journey of three childhood friends who embark on a trip to Goa that goes completely off-track,https://m.media-amazon.com/images/M/MV5BYWQyYzVhZGItZDQ3YS00MGMyLWEyNTMtMTE2N2YwYWRlNzRhXkEyXkFqcGdeQXVyMTUzNTgzNzM0._V1_.jpg,,"Comedy, Drama",PT2H23M,Hindi,35cr,1.8cr,46.8cr,3.4cr,43.4cr,Hit,AggregateRating,10,1,7.1,38233,,,,,,,
43,Movie,https://www.imdb.com/title/tt11531182/,A.R.M,"Set in the Northern Kerala in 1900, 1950 and 1990, three generations of heroes, Maniyan, Kunjikelu and Ajayan, try to protect the most important treasure of the land.",https://m.media-amazon.com/images/M/MV5BNjllMGI0NjMtZmMxOC00NTViLThmMGItNGIyN2QyMzFlZTAyXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_.jpg,,"Action, Adventure, Comedy",PT2H30M,Malayalam,25cr,6.3cr,41.2cr,17.6cr,23.6cr,Pending as of now,AggregateRating,10,1,8.0,4282,,,,,,,
44,Movie,https://www.imdb.com/title/tt27816710/,Abraham Ozler,"Revolves around the personal and professional lives of veteran cop Abraham Ozler, ACP Trichur, who at one time has to take up a serial killing case and the mysterious hunt begins.",https://m.media-amazon.com/images/M/MV5BOWIxYjdjNGMtN2VkNy00OWMzLTg1MTUtOTIwNjU3Y2Q0OTUwXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_.jpg,,"Crime, Drama, Mystery",PT2H23M,Malayalam,15cr,5.6cr,41.2cr,15.6cr,25.6cr,Super Hit,AggregateRating,10,1,6.5,3551,,,,,,,
45,Movie,https://www.imdb.com/title/tt23790602/,Naa Saami Ranga,The lives of two brothers from a humble background in a village get wrecked by evil-minded people from an affluent family. Can the protagonist overcome the complicated scenarios and lead a happy life with his loved ones?,https://m.media-amazon.com/images/M/MV5BZjVjNjJkMWQtZWMxMS00M2VmLWFlMzEtNjgwZjMwMzNkOWVhXkEyXkFqcGdeQXVyMTUzNTgzNzM0._V1_.jpg,Not Rated,"Action, Adventure, Drama",PT2H30M,Telugu,30cr,7.8cr,37.8cr,2.4cr,35.4cr,Hit,AggregateRating,10,1,4.5,1082,,,,,,,
46,Movie,https://www.imdb.com/title/tt23782140/,Vaazhai,"A twelve-year-old boy, Sivanandhan, his mother, sister, and friend navigate life&apos;s challenges, where a plantain tree, Vaazhai, becomes a central presence.",https://m.media-amazon.com/images/M/MV5BYTQ5MTczYzItOGZmMC00ZjdjLWE3ZjgtZjllMmU3OTdmMmM0XkEyXkFqcGc@._V1_.jpg,,Mystery,PT2H14M,Tamil,5cr,1.8cr,37.3cr,4.8cr,32.5cr,Blockbuster as of now,AggregateRating,10,1,8.5,1440,,,,,,,
47,Movie,https://www.imdb.com/title/tt29470244/,Vaazha: Biopic of a Billion Boys,"Four friends deemed &apos;losers&apos; face immense pressure from parents and society upon entering adulthood. Their emotional tale sees them embark on a journey of self-discovery and acceptance, where love ultimately triumphs over judgment.",https://m.media-amazon.com/images/M/MV5BNDEwZDMzMDUtMTU1Ny00YjU1LTg2ODctM2E4NTdjM2ExNTk5XkEyXkFqcGc@._V1_.jpg,,Drama,PT2H5M,Malayalam,5cr,2.3cr,37.2cr,10.4cr,26.8cr,Blockbuster as of now,AggregateRating,10,1,7.6,522,,,,,,,
48,Movie,https://www.imdb.com/title/tt15239678/,Dune: Part Two,Paul Atreides unites with Chani and the Fremen while seeking revenge against the conspirators who destroyed his family.,https://m.media-amazon.com/images/M/MV5BY2Q2MGYyZjItMjE0Yi00NmYxLWJhZTAtNjcyYTY1MGM1ZGIzXkEyXkFqcGc@._V1_.jpg,PG-13,"Action, Adventure, Drama",PT2H46M,English,,,,,36.2cr,Average,AggregateRating,10,1,8.5,515419,,4.2cr,30.4cr,,,,
49,Movie,https://www.imdb.com/title/tt28074691/,Eagle,A journalist uncovers the story of a ruthless assassin when she investigates a government cover up.,https://m.media-amazon.com/images/M/MV5BZTI3N2M5N2EtMzg1Zi00N2VlLTliYjEtY2Y3YTgwNTA3NTJiXkEyXkFqcGdeQXVyMTU4NDUzMjAx._V1_.jpg,Not Rated,"Action, Thriller",PT2H39M,Telugu,40cr,9.2cr,34.6cr,3.4cr,31.2cr,Flop,AggregateRating,10,1,6.0,4544,,,,,,,
50,Movie,https://www.imdb.com/title/tt23475174/,Sarfira,"A man fights to make his dream of creating a low cost airline a reality, facing opposition from devious competitive airline owners who threaten his business and his passengers&apos; safety.",https://m.media-amazon.com/images/M/MV5BZTI2OWU2NDAtODhjNS00NTlmLThjNDgtOWI2ODc3YTRlOTUxXkEyXkFqcGc@._V1_.jpg,,Drama,PT2H35M,Hindi,90cr,4.2cr,33.8cr,4.5cr,29.3cr,Disaster,AggregateRating,10,1,8.0,7883,,,,,,,
51,Movie,https://www.imdb.com/title/tt23461428/,Lal Salaam,"A reckless townsman tries to mend his thug ways ends up resurrecting himself and proves to be worthy of the world, in the eyes of the same people who chased him away.",https://m.media-amazon.com/images/M/MV5BN2RmZGUxYmUtNTBhYS00YWM2LWI2NzktZTBjMjJkMmQyOWI0XkEyXkFqcGdeQXVyMTY1MzAyNjU4._V1_.jpg,,"Action, Drama, Sport",PT2H30M,Tamil,60cr,5.6cr,32.6cr,11.8cr,20.8cr,Disaster,AggregateRating,10,1,4.7,1117,,,,,,,
52,Movie,https://www.imdb.com/title/tt26655108/,The Family Star,"The highs and lows of family relationships in a Indian middle-class family. The life of Govardhan, who wants to achieve greatness in life but has to navigate through a myriad of relationship/trust/ego issues.",https://m.media-amazon.com/images/M/MV5BYWI2MTBmZmQtMzM5Ny00MDBmLWEzYWMtMzFkMjgzN2UwOTE1XkEyXkFqcGdeQXVyMTQ3Mzk2MDg4._V1_.jpg,,"Action, Drama, Romance",PT2H39M,Telugu,55cr,11.2cr,31.6cr,9.2cr,22.4cr,Disaster,AggregateRating,10,1,5.3,4718,,,,,,,
53,Movie,https://www.imdb.com/title/tt14753612/,Swatantrya Veer Savarkar,"The life journey of Indian freedom fighter and reformer Vinayak Damodar Savarkar, popularly known as Veer Savarkar.",https://m.media-amazon.com/images/M/MV5BNjI4N2E5YTYtMDhlZC00OGU5LThhMjYtYjY1OTI4OGQ1ZTNhXkEyXkFqcGc@._V1_.jpg,,"Biography, Drama",PT2H56M,Hindi,25cr,1.5cr,31.2cr,2.8cr,28.4cr,Average,AggregateRating,10,1,7.7,16746,,,,,,,
54,Movie,https://www.imdb.com/title/tt23023596/,Malaikottai Vaaliban,"Journey of Malaikottai Vaaliban, an undisputed warrior, transcends time and geographies, triumphing over every opponent he encounters.",https://m.media-amazon.com/images/M/MV5BZjU1ODRhYmYtNzYzYi00Y2UyLWJhYWQtMzQ3ODlhMzUwMDljXkEyXkFqcGdeQXVyNTA2MzMwMjA@._V1_.jpg,,"Action, Drama, Fantasy",PT2H36M,Malayalam,55cr,12.3cr,29.9cr,13.2cr,16.7cr,Disaster,AggregateRating,10,1,6.1,3904,,,,,,,
55,Movie,https://www.imdb.com/title/tt15392282/,Merry Christmas,Two strangers meet on a fateful Christmas Eve. A night of delirious romance turns into a nightmare. Revealing anything more would be a crime.,https://m.media-amazon.com/images/M/MV5BMmJjOTZhZjAtZmRiNC00ZWZlLWI2MDUtYjkyOTRkNDcxZjkwXkEyXkFqcGdeQXVyMTQ3Mzk2MDg4._V1_.jpg,,"Drama, Mystery, Thriller",PT2H24M,Hindi,50cr,3.4cr,27.2cr,4.3cr,22.9cr,Disaster,AggregateRating,10,1,6.9,28048,,,,,,,
56,Movie,https://www.imdb.com/title/tt26733322/,Bheema,"Bheema, an orphan raised by Ramanna, crosses paths with Dragon Manju&apos;s drug racket endangering young lives. Corrupt ministers exploit underprivileged individuals for political ambitions.",https://m.media-amazon.com/images/M/MV5BOGIxNTc5MjItZmY2OC00ZjMxLWE4YTYtZTU0MTZlN2JiYzMzXkEyXkFqcGdeQXVyNjY0OTkzMjk@._V1_.jpg,,Crime,PT2H28M,Kannada,10cr,4.8cr,26.2cr,cr,26.2cr,Super Hit,AggregateRating,10,1,6.0,709,,,,,,,
57,Movie,https://www.imdb.com/title/tt28539705/,Star,"Follows a youngster Kalai and his aspirations of becoming a &apos;Star&apos; in the Tamil Film Industry. Born in a lower-middle-class family, will Kalai overcome all his struggles to emerge as a Star?",https://m.media-amazon.com/images/M/MV5BNTJmNTU1YmEtMWZkMi00YWZjLTg5ODMtZGIyNTJkMmQxYjJhXkEyXkFqcGdeQXVyMTU0ODI1NTA2._V1_.jpg,,Drama,PT2H38M,Tamil,15cr,3.4cr,25.6cr,2.8cr,22.8cr,Hit,AggregateRating,10,1,6.6,1978,,,,,,,
58,Movie,https://www.imdb.com/title/tt27510257/,Thalavan,"Retired Dysp Udhayabhanu narrates events of his professional life in a TV program. He reveals the intriguing details of the &apos;Chepanamthota case&apos;, a milestone event in his career.",https://m.media-amazon.com/images/M/MV5BODhlZTkxODktMzRjZS00Y2RhLTgzZGMtNDcwZWExMWM4MThmXkEyXkFqcGdeQXVyMjUzMTMxNTU@._V1_.jpg,,"Crime, Mystery, Thriller",PT2H11M,Malayalam,8cr,0.8cr,25.2cr,7.6cr,17.6cr,Hit,AggregateRating,10,1,7.2,1873,,,,,,,
59,Movie,https://www.imdb.com/title/tt29274198/,Nunakkuzhi,A young man caught in a web of lies and mistaken identities.,https://m.media-amazon.com/images/M/MV5BOGQzNGRmYWYtOWY5NS00M2Q5LWJlYWEtNjA2ODEwZTI5ZWRiXkEyXkFqcGc@._V1_.jpg,,Mystery,PT2H5M,Malayalam,10cr,2.5cr,24.6cr,9.8cr,14.8cr,Hit,AggregateRating,10,1,7.0,1875,Nunakuzhi,,,,,,
60,Movie,https://www.imdb.com/title/tt27657791/,Gaami,"Shankar, an amnesiac Aghori who suffers from the fear of touch, goes on a dangerous Himalayan trail in search of a mythical cure for his condition. What happens when his past uncovers the way for him?",https://m.media-amazon.com/images/M/MV5BZjQ3MzBjYWUtYjE5Zi00NTgwLThlZGQtYjcwNzgyNjQzODQwXkEyXkFqcGdeQXVyMTIyNzY0NTMx._V1_.jpg,Not Rated,"Adventure, Drama, Fantasy",PT2H27M,Telugu,15cr,8.6cr,23.2cr,5.3cr,17.9cr,Hit,AggregateRating,10,1,6.5,1703,,,,,,,
61,Movie,https://www.imdb.com/title/tt15457802/,Ooru Peru Bhairavakona,"A man goes in search of some urgently required answers to the world of Bhairavakona, from which there&apos;s seemingly no way out.",https://m.media-amazon.com/images/M/MV5BOGIxZTE1NTUtNmEyYS00NjEwLTg2ZjAtMWMxYjNiMWNlNzJiXkEyXkFqcGc@._V1_.jpg,,"Fantasy, Thriller",PT2H13M,Telugu,15cr,4.8cr,22.8cr,2.4cr,20.4cr,Hit,AggregateRating,10,1,5.6,1628,,,,,,,
62,Movie,https://www.imdb.com/title/tt27043130/,Manamey,"A charismatic playboy&apos;s life is upended when a young boy enters his world, initially causing chaos but gradually becoming an integral part, exploring themes of love, family, and growth.",https://m.media-amazon.com/images/M/MV5BZmE2YWUyZmYtZWM4Ni00NTgxLWI2MmQtZjdlODNiYjUxNDRiXkEyXkFqcGc@._V1_.jpg,,Comedy,PT2H35M,Telugu,15cr,3.5cr,21.8cr,2.2cr,19.6cr,Hit,AggregateRating,10,1,6.0,316,,,,,,,
63,Movie,https://www.imdb.com/title/tt27349461/,Gangs of Godavari,A morally-corrupt man seeks to rise within the gritty world of politics and power - but his ambition could ultimately cost him his life.,https://m.media-amazon.com/images/M/MV5BZWRiYjkwYWMtYjYzMy00YzhlLThkN2ItZjllZWQ2Y2I5ZGU0XkEyXkFqcGc@._V1_.jpg,,"Action, Crime, Drama",PT2H45M,Telugu,20cr,7.8cr,20.8cr,2.4cr,18.4cr,Average,AggregateRating,10,1,5.0,809,,,,,,,
